Probe Name	perc_Samples_above_Threshold	20150715_PP1_PR13-126-11B 15-1_10.RCC	20150715_PP1_PR13-126-12B_12.RCC	20150715_PP1_PR13-126-1B_01.RCC	20150715_PP1_PR13-126-5B_04.RCC	20150715_PP1_PR13-126-6B_06.RCC	20150715_PP1_PR13-126-7B_05.RCC	20150715_PP1_PR13-126-9B_08.RCC	20150715_PP2_PR13-126-13B_01.RCC	20150715_PP2_PR13-126-16B_02.RCC	20150715_PP2_PR13-126-3B 15-2_06.RCC	20151008_PP3_PR13-126-03A_01.RCC	20151008_PP3_PR13-126-06A_02.RCC	20151008_PP3_PR13-126-11A_03.RCC	20160226_26FEBCITN_PR1312644A_07.RCC	20160226_26FEBCITN_PR1312644B_08.RCC	20160226_26FEBCITN_PR1312647A_05.RCC	20160226_26FEBCITN_PR1312647B_06.RCC	20160325_Lysates1A_PR13 126 01A_05.RCC	20160325_Lysates1A_PR13 126 05A_06.RCC	20160325_Lysates1A_PR13 126 07A_07.RCC	20160325_Lysates1A_PR13 126 09A_02.RCC	20160325_Lysates1A_PR13 126 12A_03.RCC	20160325_Lysates1A_PR13 126 13A_09.RCC	20160325_Lysates1A_PR13 126 16A_04.RCC
ID	xx	22-024_D015:22-024_D015	22-025_D015:22-025_D015	58-001_D015:58-001_D015	58-003_D015:58-003_D015	58-004_D015:58-004_D015	58-005_D015:58-005_D015	22-023_D015:22-023_D015	58-007_D015:58-007_D015	22-026_D015:22-026_D015	58-002_D015:58-002_D015	58-002_D000:58-002_D000	58-004_D000:58-004_D000	22-024_D000:22-024_D000	22-029_D000:22-029_D000	22-029_D015:22-029_D015	58-008_D000:58-008_D000	58-008_D015:58-008_D015	58-001_D000:58-001_D000	58-003_D000:58-003_D000	58-005_D000:58-005_D000	22-023_D000:22-023_D000	22-025_D000:22-025_D000	58-007_D000:58-007_D000	22-026_D000:22-026_D000
FLAG				FLAG	FLAG	FLAG		FLAG	FLAG							FLAG									
PTGS2	100	199.08	114.49	281.24	206.44	160.48	130.91	148.9	77.23	931.27	178.76	258.27	96.25	177	100.8	77.17	49.01	100.65	342.32	182.46	193.98	328.44	348.81	179.09	246.47
PTPRC	100	876.48	201.53	2608.02	959.09	657.64	348.83	639.73	668.78	596.17	2606.59	953.47	592.22	1178.68	599.86	823.15	594.68	419.82	2158.72	447.38	304	853.95	769.79	420.68	1383.91
PVR	100	642.85	403.06	393.73	438.69	353.99	183.76	807.39	700.37	255.69	698.42	586.45	385.01	362.05	307.36	239.23	275.29	390.8	409.39	572.11	315.58	678.78	457.06	1503.64	333.73
PYCARD	100	163.13	52.04	151.87	141.93	138.45	47.97	38.6	101.81	208.59	392.86	254.39	196.52	213.21	87.58	86.17	127.43	77.98	329.75	139.16	162.13	275.26	300.7	170.64	197.48
RAG1	95.83	35.94	25.55	114.37	44.44	94.4	26.83	28.68	68.46	15.25	47.81	223.32	140.37	164.93	64.45	70.74	48.2	48.96	356.29	192.77	121.6	315.93	433.01	184.15	140.84
REL	100	703.67	847.76	1029.33	540.48	528.63	345.57	462.15	519.57	357.97	509.26	355.37	314.16	370.1	418.08	573.64	632.26	664.64	578.45	216.48	269.26	303.42	721.68	415.61	407.21
RELA	100	255.76	171.26	191.24	306.8	166.77	206.53	277.95	201.86	213.98	338.82	314.59	336.89	265.5	380.07	322.83	400.27	532.25	145.31	320.59	228.72	200.19	192.45	224.7	182.17
RELB	100	659.44	165.58	776.22	768.42	331.96	278.09	893.42	596.81	199.17	648.53	275.75	177.8	164.93	378.42	297.11	160.92	278.37	244.51	442.23	246.09	262.75	240.56	405.48	211.26
REPS1	100	1376.94	1115.52	965.59	810	1106.02	1028.59	750.03	1014.57	375.47	509.26	400.03	915.74	724.1	804.77	722.83	961.46	1040.93	535.14	607.16	665.9	691.29	601.4	675.79	525.09
RIPK2	100	337.32	290.47	393.73	358.41	338.26	243.93	694.88	266.81	331.06	374.15	534.02	442.5	221.25	428	513.19	298.97	344.56	312.98	330.9	309.79	441.05	264.61	221.32	309.24
ROPN1	100	35.94	38.79	61.87	54.48	29.89	24.39	46.33	64.95	28.26	27.02	370.9	228.6	309.76	47.92	34.73	203.4	31.74	549.11	305.13	246.09	356.59	360.84	380.13	410.28
RORA	100	599.99	788.15	408.73	354.11	527.05	217.92	239.35	421.28	401.04	523.81	365.08	370.31	836.74	363.55	362.7	199.32	305.57	490.43	269.05	347.43	409.77	565.31	420.68	307.71
RORC	100	717.5	25.55	50.62	428.65	198.23	140.67	205.16	233.46	203.21	151.74	165.06	197.85	824.67	109.06	122.19	177.26	104.27	152.3	234	144.76	165.78	156.36	185.84	153.09
RPS6	100	83499.53	68528.56	36142.97	24318.57	36253.37	32348.22	93636.8	47920.2	26973.07	22975.03	17745.1	32855.73	28742.86	23594.32	26984.05	23696.6	27702.53	18710.27	24322.54	21789.5	29081.05	18474.92	30809.46	17450.49
RRAD	83.33	78.8	25.55	9.88	17.2	22.03	14.64	40.81	21.06	15.25	10.88	50.49	21.39	201.14	67.75	30.87	27.77	9.97	135.53	44.33	55.01	78.2	9.25	45.62	53.58
RUNX1	100	1245.6	309.39	2083.04	570.58	1647.24	317.93	264.72	1662.29	662.11	2454.85	1689.45	1300.75	374.12	2521.71	1625.73	1070.92	1288.47	1358.1	245.34	367.69	647.5	793.84	952.87	759.32
RUNX3	100	236.4	35.01	521.23	136.19	160.48	145.55	209.57	789.89	119.77	999.82	588.4	217.91	225.28	163.6	114.47	84.14	615.67	412.18	122.67	141.87	331.57	324.75	429.13	260.25
S100A12	91.67	17.97	19.87	65.62	25.81	18.88	11.75	38.6	21.06	21.53	39.49	108.75	70.85	116.66	95.84	15.43	68.62	16.32	188.63	83.5	86.86	225.22	9.25	118.26	125.53
S100A7	100	20.74	37.85	58.12	44.44	28.32	13.01	35.3	26.33	134.58	27.02	357.31	188.5	333.89	59.49	12.86	158.47	11.79	679.05	342.24	312.68	547.4	685.59	344.65	514.38
S100A8	100	276.49	111.65	663.72	500.33	201.38	288.66	434.58	154.47	472.36	694.26	299.05	135.02	510.89	1088.99	160.77	205.03	370.85	508.59	77.31	118.7	691.29	372.87	319.31	450.08
S100B	100	118.89	35.95	153.74	103.22	28.32	14.64	17.65	61.44	22.88	58.2	83.5	86.9	430.44	487.49	236.66	116	43.52	265.47	285.54	156.34	187.68	469.09	130.09	117.88
SAA1	95.83	313.82	12.88	1239.33	239.42	122.72	68.3	348.54	1165.53	104.97	1230.55	246.62	385.01	402.28	464.35	252.09	159.29	73.45	1260.3	51.54	225.83	197.06	3379.85	944.42	506.72
SBNO2	100	1446.06	370.9	1123.08	1121.09	780.35	509.01	830.55	1144.47	1731.99	2213.73	1506.92	617.62	474.69	948.53	738.27	475.42	381.73	533.74	537.06	605.1	766.36	372.87	1478.3	851.17
SELE	83.33	11.75	32.17	30	20.07	10.5	11.75	12.13	21.06	15.25	60.28	108.75	65.51	112.64	11.57	11.58	33.49	9.07	125.75	58.76	86.86	156.4	300.7	79.41	87.26
SELL	95.83	62.21	31.22	766.85	104.65	40.91	11.75	45.22	103.56	67.29	222.41	306.82	204.54	675.83	114.02	113.18	79.24	35.36	776.86	128.85	112.91	309.67	625.45	228.08	241.88
SELPLG	100	174.19	31.22	403.11	146.23	124.29	100.83	120.23	156.22	134.58	347.13	269.92	120.32	273.55	249.53	230.23	231.17	102.46	598.01	157.72	211.35	378.49	505.17	211.19	367.41
SEMG1	91.67	24.88	13.25	48.75	18.64	31.47	11.75	18.75	61.44	15.25	29.1	205.84	131.01	136.77	29.74	45.02	79.24	9.97	347.91	156.69	211.35	309.67	276.64	182.46	189.83
SERPINB2	79.17	41.47	12.88	93.75	41.58	143.17	31.71	62.87	61.44	65.94	33.26	8.12	25.4	5.62	114.02	54.02	14.7	14.51	125.75	12.37	9.12	34.41	9.25	138.54	408.74
SERPING1	100	10375.4	12405.12	12888.25	12978.6	7860.17	9785.86	7426.4	10860.16	8556.34	13326.05	7126.78	4360.8	8073.75	14512.21	12221.28	2163.89	3917.09	11541.1	23927.73	8083.48	8060.87	14722.2	7256.34	9079.64
SH2B2	100	92.63	18.92	136.87	63.08	69.22	128.47	124.64	68.46	119.77	135.11	163.12	118.98	414.35	118.98	84.89	101.29	152.33	195.61	72.16	330.06	143.89	192.45	74.34	124
SH2D1A	79.17	45.62	12.88	273.74	27.24	10.5	11.75	20.96	45.64	29.61	78.99	42.72	25.4	84.48	14.87	55.31	60.45	17.23	192.82	35.05	9.12	65.69	9.25	25.34	75.01
SH2D1B	91.67	42.86	16.08	84.37	9	29.89	14.64	49.63	11.62	44.41	47.81	219.43	129.67	345.96	19.83	19.29	67.8	18.13	388.43	152.56	170.82	378.49	312.73	187.53	281.68
SIGIRR	100	923.49	88.94	551.23	325.43	674.94	283.78	566.93	509.04	613.67	611.12	489.36	744.62	474.69	251.18	252.09	463.17	435.23	926.36	159.78	561.67	569.3	637.48	696.07	714.92
SIGLEC1	100	214.28	105.97	757.47	673.8	401.19	217.1	329.79	463.4	536.96	1922.73	1738	749.97	1045.93	409.82	603.22	427.22	354.53	1778.67	511.29	312.68	2180.22	2405.59	660.59	1523.22
SLAMF1	95.83	56.68	12.88	403.11	28.67	53.49	12.2	58.46	49.15	29.61	145.5	518.49	326.19	490.78	13.22	32.15	38.39	9.97	173.26	51.54	49.22	93.84	180.42	60.82	87.26
SLAMF6	100	40.09	17.03	316.86	43.01	56.64	24.39	39.71	78.99	37.68	128.87	91.27	60.16	112.64	16.52	37.3	51.46	27.2	230.54	54.63	55.01	121.99	168.39	52.37	122.47
SLAMF7	95.83	37.33	16.08	733.1	83.15	77.09	11.75	88.24	91.28	99.59	733.75	293.23	108.28	277.57	110.72	92.6	157.66	108.81	910.99	263.89	341.64	491.1	1371.19	268.63	725.64
SLC11A1	100	367.74	46.36	305.61	501.77	465.69	583	221.7	293.14	348.55	1018.53	827.25	192.51	197.12	646.13	272.67	83.32	249.35	708.39	332.96	923.58	1285.61	685.59	870.08	696.55
SMAD2	100	2386.14	2193.2	1638.69	1222.88	1936.72	2895.51	2606.35	2292.45	1325.57	864.71	868.03	1151.03	1090.18	2040.83	1893.26	1775.06	2196.11	997.62	684.47	1641.6	1097.93	878.04	1333	1233.89
SMAD3	100	1293.99	2038.03	943.09	811.43	961.28	825.31	608.85	503.78	500.62	812.74	852.49	1054.77	1766.01	679.18	711.26	359.42	403.5	969.68	599.95	385.07	775.74	866.01	591.32	584.8
SMPD3	95.83	107.83	36.9	48.75	38.71	31.47	36.59	50.74	35.11	26.92	39.49	97.1	90.91	144.82	6.88	14.15	57.18	10.88	164.87	55.67	57.9	87.58	204.48	97.99	84.2
SOCS1	100	221.19	494.84	401.23	243.72	114.85	194.33	137.87	133.4	166.87	170.45	233.03	149.73	241.37	104.11	124.76	197.68	93.39	447.11	224.72	182.4	231.47	420.98	136.85	238.82
SPA17	100	1472.33	357.65	459.36	298.19	317.8	770.02	1537.56	405.48	464.29	372.07	464.11	506.67	297.69	229.7	228.94	133.97	181.35	617.57	335.02	353.22	716.31	601.4	603.15	655.22
SPACA3	83.33	11.75	12.88	33.75	17.2	20.45	11.75	14.34	40.37	15.25	33.26	159.24	50.8	116.66	41.31	20.58	59.63	13.6	287.83	67	138.97	147.02	324.75	92.92	130.12
SPANXB1	79.17	11.75	12.88	54.37	17.2	20.45	13.82	10.12	21.06	15.25	10.88	372.85	263.36	349.98	34.7	15.43	128.25	10.88	366.07	283.48	260.57	259.62	240.56	174.02	274.03
SPINK5	100	16.59	62.45	103.12	209.31	212.39	83.75	361.78	117.61	67.29	29.1	163.12	263.36	148.84	256.14	230.23	130.7	38.08	269.66	217.51	138.97	378.49	384.89	204.43	232.69
SPN	95.83	48.39	12.88	179.99	47.31	36.19	14.64	65.08	42.13	49.79	141.35	93.21	66.84	128.73	67.75	60.45	53.91	22.67	311.58	79.37	69.49	209.58	156.36	96.3	134.72
SPO11	70.83	11.75	12.88	22.5	9	25.17	11.75	10.12	11.62	15.25	24.94	170.89	161.76	168.96	18.18	14.15	17.97	8.16	178.85	81.44	98.44	190.81	192.45	106.44	101.04
SPP1	100	5923.86	404.96	8204.68	17557.6	7643.05	10667.28	12424.02	7449.57	8059.76	15124.06	11684.42	1998.59	643.65	8412.85	6266.27	1166.49	6783.27	4992.29	5318.07	10619.71	23707.14	938.18	14553.23	4442.61
SSX1	66.67	11.75	12.88	9.88	17.2	10.5	11.75	16.54	11.62	15.25	10.88	194.19	184.49	217.23	11.57	10.29	49.83	9.97	491.82	277.29	332.95	522.38	541.26	297.35	270.97
SSX4	58.33	11.75	12.88	9.88	77.42	10.5	11.75	10.12	11.62	15.25	10.88	287.4	239.3	233.32	14.87	7.38	47.38	20.85	472.26	1148.35	321.37	412.9	384.89	194.29	169.93
ST6GAL1	100	3529.43	697.32	2720.52	2765.46	2429.16	1245.69	2653.78	4205.74	1445.35	2132.67	1499.15	2339.49	1214.88	4645.16	5700.35	1402.57	1523.31	1419.58	958.68	967.01	1473.29	1142.65	2024	1330.33
STAT1	100	942.84	1319.89	3777.98	3998.38	1944.59	857.02	2661.5	4232.07	4812.44	4874.37	3173.07	1614.91	808.58	1555	4186.51	2199.83	3904.4	3976.51	3998.61	958.32	6249.75	1286.99	2529.16	3997.12
STAT2	100	3189.35	2916.07	4831.69	3783.34	5199.73	3131.31	2644.96	5371.27	2674.03	8867.41	5918.92	3465.11	1778.07	5066.55	4991.66	2106.71	2764.63	4218.23	2781.19	2295.92	3687.92	2429.64	4076.73	2922.45
STAT3	100	7351.95	4322.06	6292.25	4700.85	5084.88	5128.33	6263.85	5755.69	5010.27	5888.74	4006.14	3256.56	4099.23	5516.03	5193.59	3934.87	5122.14	4680.71	3852.23	2796.79	4010.1	5027.68	4914.71	4482.41
STAT4	100	99.54	78.53	376.86	87.45	77.09	21.95	90.44	78.99	64.6	95.62	229.14	160.42	374.12	66.1	83.6	71.07	31.74	396.81	126.79	95.54	218.96	396.92	162.19	174.52
STAT5B	100	1609.19	2669.12	1503.69	954.79	937.68	807.42	776.5	946.12	366.05	685.95	638.89	745.96	1347.64	991.5	785.86	343.9	398.06	761.49	341.21	211.35	487.97	805.87	432.51	494.47
STAT6	100	5845.06	5108.32	4301.08	5532.36	4087.41	4585.16	3493.15	4962.29	3116.78	7580.74	2856.54	2796.69	2506.2	4883.12	5043.11	4437.24	4041.31	1961.71	1734.89	2032.45	1488.93	2128.95	2764	1434.43
SYCP1	95.83	17.97	30.28	18.75	24.37	22.03	24.39	14.34	11.62	40.37	43.65	95.15	76.2	88.5	26.44	14.15	14.7	16.32	115.97	68.04	127.39	134.5	276.64	69.27	85.73
SYK	100	987.08	131.52	1004.96	680.97	958.13	782.22	708.12	524.84	915.12	683.87	310.7	605.59	309.76	806.42	1043.09	1629.66	1990.28	617.57	1888.49	532.72	782	505.17	348.03	826.67
SYT17	100	73.27	32.17	69.37	116.12	80.24	169.13	71.69	193.09	391.62	124.72	95.15	62.83	88.5	163.6	123.47	209.94	102.46	153.69	105.15	182.4	106.35	120.28	182.46	211.26
TAB1	100	557.13	838.3	489.36	627.93	451.53	371.59	423.55	566.97	224.74	507.18	627.23	479.93	703.99	551.93	451.45	375.76	404.4	403.8	455.63	257.68	309.67	372.87	555.84	270.97
TAL1	87.5	23.5	29.33	84.37	43.01	55.07	11.75	10.12	49.15	15.25	81.07	254.39	164.43	325.85	49.57	47.59	152.75	14.51	448.51	288.63	222.93	462.94	481.12	265.25	321.48
TANK	100	2412.4	1669.97	1893.68	1326.1	1417.54	1038.35	2063.68	2315.27	1079.3	1852.05	2229.3	1282.04	1625.21	1953.25	1925.41	4863.65	1332.9	1460.1	1193.71	1415.77	1629.69	1383.21	1915.88	1380.85
TAP1	100	396.77	331.16	806.22	508.94	505.03	480.55	701.5	477.45	1675.47	1178.58	936	681.79	418.37	249.53	438.59	276.1	379.92	741.93	502.02	622.47	954.04	336.78	337.9	1050.18
TAP2	100	512.89	485.38	1038.71	527.57	805.53	739.12	1420.64	728.46	4073.62	1897.78	1400.11	1147.02	643.65	467.66	612.22	574.26	586.66	1338.54	632.93	1126.24	1648.46	878.04	822.78	2115.67
TAPBP	100	3023.45	1210.14	2512.4	2361.18	1943.02	2549.12	3238.36	2346.86	8665.35	8794.66	3590.58	2308.74	1444.18	2027.61	1778.79	1454.85	1503.36	3241.57	2496.68	3427.95	3256.25	1395.24	3123.86	3943.54
TARP	100	53.92	32.17	329.99	63.08	51.92	17.89	150.01	82.5	68.63	182.92	520.43	249.99	551.12	79.32	106.75	187.06	30.83	920.77	291.73	373.48	609.96	601.4	339.59	502.13
TBK1	100	731.32	714.35	832.47	797.1	860.59	620.41	457.74	758.3	687.68	731.68	673.84	462.55	494.8	827.9	788.43	1097.06	753.5	586.84	532.94	561.67	475.46	445.03	522.05	566.43
TBX21	91.67	45.62	12.88	125.62	34.41	51.92	11.75	40.81	33.35	29.61	76.91	180.6	136.36	213.21	33.05	46.3	84.95	19.04	496.02	186.58	260.57	400.38	553.29	197.67	321.48
TCF7	100	634.55	135.3	869.97	194.97	272.18	100.83	499.65	226.44	211.28	382.47	256.33	405.07	732.15	175.16	243.09	450.1	76.17	806.2	216.48	234.51	356.59	890.07	315.93	323.02
TFE3	100	223.96	249.79	183.74	220.78	210.82	322.81	109.2	175.53	117.08	147.58	56.32	44.12	44.25	158.64	146.62	92.31	87.95	212.38	180.4	335.85	253.37	312.73	153.74	125.53
TFEB	100	161.75	52.04	215.62	180.64	190.37	114.65	59.56	143.94	227.43	505.11	234.97	219.24	386.19	1115.43	1077.82	66.98	96.11	424.76	468	246.09	278.39	481.12	224.7	303.11
TFRC	100	2850.64	4957.88	2116.79	6858.46	2229.35	2005.15	3569.26	2799.73	4774.76	3857.93	1660.33	1834.16	784.44	1700.42	2252.1	5080.94	5529.26	1039.54	3048.18	1609.75	1829.88	1034.4	3466.82	2281.01
TGFB1	100	812.89	248.84	1318.07	670.94	772.49	364.28	270.23	793.4	1003.94	3471.3	1648.67	647.03	1106.27	814.68	639.23	439.48	573.06	1693.44	681.38	474.82	1273.1	1010.35	881.91	1073.15
TGFB2	100	470.04	414.42	219.37	817.17	420.07	199.21	1127.25	201.86	64.6	201.63	196.13	322.18	362.05	616.38	787.14	61.27	165.93	40.52	1480.28	110.02	422.28	252.59	101.37	64.3
THBD	100	330.41	375.63	386.23	392.81	267.46	198.4	106.99	203.62	126.5	382.47	332.07	169.78	788.47	211.52	222.51	141.32	440.67	354.9	160.81	327.16	516.12	625.45	241.6	324.55
THBS1	100	11224.24	8243.9	10595.21	3812.01	16805.91	2046.61	1310.35	11786.96	1620.3	16951.17	12158.25	3022.62	716.06	17361.11	10605.84	3278.1	3181.73	1652.92	3564.63	2469.63	3803.65	2140.97	3951.71	1592.11
THY1	100	2093.05	442.8	3125.5	1521.08	6905.18	300.85	180.89	2585.58	687.68	4350.56	4951.85	5795.24	1287.29	7472.58	4700.99	1271.87	890.41	3494.47	2226.6	3980.94	5442.73	7300.96	3059.66	2721.9
TICAM1	100	270.96	90.83	176.24	270.96	163.62	98.39	119.12	105.32	200.52	324.27	361.19	237.96	329.87	231.35	199.36	95.57	85.23	254.3	134.01	188.19	240.86	228.53	168.95	174.52
TICAM2	100	212.9	209.1	314.99	217.91	399.62	129.29	130.15	254.52	160.15	282.69	471.88	294.11	462.62	398.25	302.25	192.78	184.07	750.31	163.9	289.52	553.66	505.17	282.14	399.56
TIGIT	95.83	27.65	24.6	442.48	68.81	42.48	11.75	57.36	73.72	68.63	197.47	176.71	122.99	249.41	21.48	127.33	117.63	38.08	656.7	276.26	167.92	356.59	565.31	273.7	381.19
TIRAP	100	197.69	178.82	198.74	154.83	182.5	107.33	106.99	122.87	142.65	199.55	302.94	232.61	349.98	130.55	90.03	101.29	81.61	294.81	92.78	138.97	197.06	192.45	103.06	205.14
TLR1	100	778.33	769.23	1104.33	582.05	703.26	358.58	552.6	789.89	259.73	1315.77	1256.41	645.7	699.97	441.22	619.94	392.1	351.81	1499.22	442.23	477.71	1210.54	1010.35	636.94	923.12
TLR10	95.83	47	12.88	491.23	57.34	55.07	16.26	30.88	73.72	26.92	93.54	198.07	181.81	309.76	46.27	33.44	85.77	28.11	451.3	93.81	165.03	222.09	264.61	143.61	162.27
TLR2	100	246.08	73.8	461.23	303.93	297.35	259.38	179.79	251.01	208.59	1076.73	926.29	278.06	257.46	254.48	257.24	227.91	176.81	684.64	228.85	353.22	619.34	517.2	332.83	650.62
TLR3	100	630.4	324.53	314.99	245.15	404.34	195.15	551.49	428.3	796.69	118.48	167	343.57	277.57	231.35	270.1	307.14	206.74	381.44	195.86	237.41	441.05	553.29	233.15	473.04
TLR4	100	359.44	435.23	804.34	404.28	420.07	263.45	291.19	509.04	144	781.56	974.83	280.74	772.38	294.14	384.57	244.24	122.41	558.89	189.67	86.86	525.5	505.17	202.74	459.26
TLR5	100	416.12	312.23	164.99	114.69	108.56	73.99	273.54	173.78	91.51	101.85	254.39	157.75	221.25	137.16	86.17	165.01	200.39	430.35	217.51	179.5	372.23	396.92	199.36	270.97
TLR6	100	116.13	85.15	374.99	124.73	121.14	69.93	84.93	145.69	43.06	243.2	254.39	172.45	285.62	107.41	87.46	89.04	40.8	564.48	189.67	162.13	400.38	541.26	217.94	286.27
TLR7	100	99.54	46.36	305.61	169.17	168.34	64.24	54.05	138.67	103.62	451.06	242.74	143.04	164.93	72.71	91.32	139.68	48.06	516.97	132.98	104.23	281.52	420.98	145.3	293.93
TLR8	100	66.36	22.71	129.37	70.25	47.2	28.46	36.4	26.33	21.53	176.68	271.87	176.46	237.34	84.28	48.87	54.73	19.95	428.95	136.07	78.17	325.31	384.89	155.43	191.36
TLR9	100	56.68	36.9	114.37	40.14	67.65	21.14	48.53	54.41	21.53	112.25	69.91	85.56	136.77	69.4	34.73	71.88	48.06	258.49	94.84	138.97	128.25	324.75	103.06	113.29
TMEFF2	62.5	11.75	12.88	9.88	12.9	10.5	21.14	10.12	11.62	22.88	22.86	133.99	93.58	160.91	6.88	7.38	11.44	7.62	155.09	97.93	127.39	250.24	384.89	114.89	107.16
TNF	100	182.49	70.96	363.74	137.63	173.06	95.95	837.17	138.67	96.89	596.56	334.01	179.14	277.57	138.81	110.61	88.22	106.99	343.72	136.07	176.61	269.01	276.64	174.02	292.4
TNFAIP3	100	634.55	2225.37	1424.94	766.99	717.42	578.13	794.15	496.76	251.66	1606.78	615.58	465.22	438.48	508.97	452.74	232.81	395.34	572.86	554.59	437.18	541.14	264.61	327.76	368.94
TNFRSF10B	100	681.56	222.35	324.36	270.96	369.72	184.58	336.41	286.12	296.07	742.07	501.01	252.66	237.34	274.31	194.21	149.49	320.98	426.15	213.38	254.78	437.92	396.92	410.54	286.27
TNFRSF10C	100	266.82	34.06	142.49	94.62	72.37	36.59	88.24	57.93	30.95	128.87	475.77	112.3	273.55	89.23	36.01	52.28	27.2	352.1	76.28	115.81	240.86	312.73	163.88	185.24
TNFRSF11A	100	40.09	35.01	105	141.93	66.08	72.37	100.37	115.85	146.69	185	79.62	41.44	112.64	26.44	60.45	77.6	82.51	99.2	30.93	115.81	96.97	168.39	87.85	202.08
TNFRSF11B	100	347	34.06	60	176.34	199.81	72.37	740.1	35.11	49.79	315.95	180.6	200.53	124.71	62.79	37.3	82.5	33.55	164.87	225.75	196.88	375.36	264.61	109.82	120.94
TNFRSF12A	100	143.78	26.49	185.62	187.8	202.95	104.08	66.18	173.78	558.49	735.83	293.23	98.93	128.73	82.62	46.3	66.17	54.4	132.74	159.78	185.29	134.5	228.53	204.43	128.59
TNFRSF13B	54.17	16.59	12.88	211.87	9	18.88	11.75	13.24	33.35	15.25	54.04	8.12	12.03	88.5	16.52	7.38	11.44	7.62	97.81	9.62	9.12	9	9.25	23.65	27.56
TNFRSF13C	100	55.3	31.22	680.6	51.61	44.05	217.92	47.43	49.15	39.03	164.21	267.98	116.31	390.21	51.23	34.73	87.41	106.09	572.86	90.71	240.3	200.19	156.36	146.99	192.89
TNFRSF14	100	2322.54	592.3	1233.7	1313.2	629.32	396.8	727.97	925.05	1363.26	966.56	652.48	391.7	603.42	738.67	688.11	611.84	660.1	1232.35	656.64	558.78	1054.14	1046.43	625.11	1670.19
TNFRSF17	100	31.8	35.01	566.23	71.68	37.76	21.95	55.15	107.07	33.64	247.36	233.03	183.15	354.01	56.18	45.02	106.19	59.84	743.32	280.39	196.88	325.31	348.81	280.45	564.89
TNFRSF18	100	45.62	19.87	129.37	57.34	28.32	58.54	57.36	71.97	135.92	303.48	135.93	66.84	112.64	38.01	33.44	60.45	85.23	258.49	153.59	121.6	228.34	216.5	146.99	159.21
TNFRSF1A	100	3340.04	1991.67	2906.14	2553.29	3012.85	3098.79	2952.69	2869.95	2128.99	4163.48	2116.67	1610.9	1484.41	3670.19	2747.28	985.15	686.4	1130.36	916.41	1540.26	1035.37	1347.13	1297.52	1037.94
TNFRSF1B	100	721.65	193.02	989.96	544.78	410.63	380.54	528.33	356.33	522.15	1683.68	495.18	165.77	418.37	264.4	445.02	394.55	298.32	638.53	150.5	269.26	522.38	589.37	334.52	410.28
TNFRSF4	100	52.53	15.14	174.37	51.61	78.66	34.96	78.31	64.95	63.25	241.12	155.35	70.85	100.57	85.93	69.45	48.2	30.83	187.23	97.93	78.17	115.74	192.45	94.61	99.51
TNFRSF8	100	106.45	57.72	140.62	65.95	66.08	34.96	24.27	33.35	25.57	276.46	281.58	101.6	313.78	85.93	96.46	130.7	44.43	532.34	261.83	205.56	350.34	360.84	223.01	385.78
TNFRSF9	100	30.41	32.17	215.62	94.62	53.49	20.33	61.77	52.66	43.06	218.26	221.38	88.23	152.87	51.23	61.74	68.62	29.02	273.86	148.44	121.6	222.09	204.48	104.75	203.61
TNFSF10	100	2539.59	1138.23	1308.7	1684.51	2584.92	1153	1711.83	3816.06	8594.02	5807.67	2722.55	1474.54	1303.39	1401.32	1418.66	2899.89	3527.19	1426.57	638.09	900.42	2070.74	1431.33	2576.47	2045.25
TNFSF11	83.33	11.75	12.88	43.12	31.54	20.45	11.75	19.85	56.17	24.22	27.02	8.12	18.72	44.25	28.09	33.44	17.15	19.04	29.34	16.49	69.49	53.18	204.48	42.24	19.9
TNFSF12	100	875.1	1012.39	1072.46	729.71	596.28	500.07	359.57	770.58	449.48	1635.88	706.85	318.17	651.69	839.47	708.68	347.99	486.92	581.25	265.96	327.16	459.82	793.84	226.39	413.34
TNFSF13	100	228.11	79.48	161.24	143.36	102.26	108.14	67.28	126.38	535.61	870.94	250.51	97.59	148.84	214.82	147.91	129.88	132.38	419.17	164.93	251.89	378.49	420.98	160.5	254.13
TNFSF13B	100	232.25	96.51	703.1	391.38	361.86	89.44	174.27	445.85	575.99	457.3	615.58	379.67	502.85	130.55	207.07	138.05	88.86	755.9	314.4	159.24	628.73	613.43	285.52	684.3
TNFSF14	95.83	139.63	39.74	200.62	160.57	83.38	27.65	54.05	56.17	52.48	320.11	132.05	69.52	164.93	323.89	181.35	55.55	128.76	333.94	349.45	9.12	62.56	240.56	136.85	275.56
TNFSF15	100	174.19	52.99	120	130.46	92.82	82.94	101.47	64.95	174.95	207.86	386.44	175.13	229.3	80.97	84.89	148.67	55.31	303.2	134.01	170.82	322.18	312.73	145.3	221.98
TNFSF18	62.5	22.12	12.88	30	14.34	10.5	11.75	15.44	21.06	15.25	22.86	19.42	13.37	5.62	24.79	11.58	20.42	10.88	15.37	9.62	9.12	50.05	9.25	7.88	15.31
TNFSF4	100	241.93	133.41	448.11	213.61	333.54	95.13	77.21	229.95	161.49	340.89	485.48	280.74	317.8	434.61	423.15	124.16	147.8	547.71	304.1	425.6	631.86	793.84	309.18	323.02
