	22-022-Day-15	22-026-Day-15	22-029-Day-15	58-001-Day-15	58-006-Day-15	58-007-Day-15	58-008-Day-15	58-003	58-001-Pre	58-003-Pre	58-006-Pre	58-007-Pre	58-008-Pre	22-022-Pre	22-026-Pre	22-029-Pre
FPGT-TNNI3K	36.7621	11.33785	46.0017	49.5126	23.17082	43.832	13.1812	87.1706	27.467	82.6115	65.9638	51.02661	175.70385	23.4223	40.9415	72.3211
FPR1	80.88739	85.5134	19.1263	15.2192	90.3458	135.7603	102.5745	25.2853	57.1287	39.03471	182.0047	465.36042	7.00692	0	269.9346	82.7982
FPR2	8.41768	0	15.01963	7	12.22344	21.28949	16.37034	9	8.0099	4.0609	42.0485	90.74306	1.269748709812e-321	109.9293	33.2019	37.71898
FPR3	251.0005	488.0003	342.9995	425	444.7769	1393	150	201	680	384.9999	1003.951	2185.5657	174	669	759.9996	143
FRA10AC1	453.558	443.051	640.261	424.613	548.114	547.718	464.568	834.218	524.381	715.002	381.534	519.012	564.279	764.532	611.49	533.626
FRAS1	1438.30558	1852.1613	1716.4743	695.736	562.8008	973.956	1663.7143	816.056	434.42918	1372.30568	2153.9501	2047.80938	1703.2453	6293.864	1708.3802	1292.939
FRAT1	30	31	8	24	26	29.1394	119	40	37	26	40	48.232	16	0	20	11.3321
FRAT2	105	328	231	121	145	149.861	310	286	151	167	265	113.768	317	227	118	105
FREM1	3.08E-137	66	17.5185	22.3946	47	323.0716	214.4747	0	111.1845	15	2.52E-27	205.8919	3384.639	367	57.2344	61.7605
FREM2	91.7736	56.8043	112.061	18.2659	76.9716	86.4485	243.885	23.1853	26.0089	23.079	53.0376	32.0861	15.0582	4.03536	35.4737	158.956
FREM3	0	0	4	0	0	2	2	0	0	0	0	0	0	0	16	7
FRG1	140.135	843.5104	235.8712	231.5036	863.614	420.896676	258.6486	398.2704	201.2996	611.2256	634.9875	493.11856	223.1828	513.508	400.3492	378.38348
FRG2	3.893096	6.73378	7.44562	9.89228	9.80062	0	11.96	27.795	14.0353	6.1729	7.11776	4.6529	3.216144	0	21.11788	3.80E-230
FRG2B	14.1582	0	4.15E-117	5.80033068217623e-321	0	7.0124	1.60E-255	0	6.6204796542727e-322	0	13.8822	0	0.783857	47	4.92258	20.3244
FRG2C	1.948735	5.26836	3.04823	0	0	4.29675	22.2933	0	3.1218	0	0	4.62234	0	0	1.64E-193	6.59023
FRK	4453.71	2920.19	4192.2	4056.31	2076.17	3052.19	4676.27	5856.73	3456.55	4514.72	2877.13	4381.79	5799.54	5410.66	5598.88	4197.98
FRMD1	0	0	0	0	0	6.25859	0	0	16.2598	0	0	0	0	88	0	0
FRMD3	168.53712	518.556	78.8191	101.61924	77.1566	117.5792	136.993	69.4795	58.0149	76.23495	272.5026	164.01495	626.174	748.414	254.64377	67.31738
FRMD4A	683.42612	521.760804	571.7256	555.4191	416.715234	896.5468683	284.99541	238.499	521.0524	245.395555	299.0906	415.248	306.31039	319.48327	397.2689	393.561
FRMD4B	451.659	1569.35656	1093.6496	656.64402	530.53681	1002.6982	1008.96	541.4275	1368.6344	709.0081	2021.6999	1863.2376	1987.3956	1554.71515	1275.874	1147.7397
FRMD5	28.0754	109.8727	338.4792	115.00298	482.712	128.30227	258.4819	65.058	386.6044	294.3164	140.00044	84.5941	32.00004	0	63.99999	299.49942
FRMD6	695.9994	197.00009	960.99906	527.0233	826.17482	959.22609	247.99978	394.47365	450.2108	304.000298	816.9999	687.60647	491.9999	528.303	677.3467	811.49825
FRMD7	0	0	34	6	13	3	0	0	0	0	0	1	114	0	16.00000009	2
FRMD8	406.1884	641.69854	125.693169	228.84797	790.12755	450.7713	246.791	407.5591	178.5259	180.50869	130.150255	182.4454913	195.2884	72.02979	97.59715	162.7145
FRMPD1	22.7411	32.8113	74.754	50.0114	80.3721	24.6549	95.6431	272.8163	52.1377	68.20889	3.30026	42.5483	31.06	54.09722	19.953	45.6224
FRMPD2	40.4514	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3.65608577922522e-321
FRMPD3	0	51	17.6697	1.208	26.9462	17	0	53	21	3	0	4	12	0	37	6
FRMPD4	0	0	33	0	0	2	0	0	0	0	0	2	0	0	0	9
FRRS1	155.224	128.992	331.72	85.2379	137.157	226.667	95.6225	22.6501	117.745	92.1152	115.955	196.122	172.246	140.552	92.0581	406.9
FRRS1L	222.918	100.338	137.434	226.731	40.7231	76.302	219.593	253.97	233.106	78.4968	102.727	53.2967	71.4505	27.6459	143.218	105.387
FRS2	585.0002	714.99941	1136.9999	718.000684	513.00003	801.0008	887.00012	511.9998	1419.0001	1369.00038	1807.99929	1076.999806	2165.000761	1047	833.9997	674.00028
FRS3	124.0001	34.6295	274.4127	14	53.6741	36.6868	40	41	20	20.3988	18	17.99999	28.99995	78.2351	0	149.20024
FRY	549.64211	134.4998	826.7114	516.0315	248.42541	908.81622	62.9724	790.6364	258.9573	404.0211	309.487	766.348	469.204	192.8566	735.1523	836.08796
FRYL	1332.56058	1471.74183	1128.6789	470.38099	1407.233	949.2019	758.04302	1010.7577	1102.0322	1860.1195	1646.64773	1364.394	1905.6382	1442.5738	1234.546	779.25467
FRZB	265	669	42	82	70	144	1013	0	112	208	0	23	312	0	166	92
FSBP	235.183	65.3708	84.6363	69.1981	209.0648	97.23463	20.3319	68.00000588	191.7841	239.828	153.5483	96.6957	79.1731	87.7122	135.7203	156.709
FSCB	0	0	0	0	0	0	0	56	0	59	0	8	0	0	0	0
FSCN1	1090.89	304.403	673.6953	1253.2143	1447.3541	2047.8911	963.6065	1118.12	1261.004	673.7391	235.493	527.0902	88.878	266.9995	209.5192	466.00874
FSCN2	11	0	15	8	114	13.60227	52	50.3481	54	17	7	5	10.7913	85	7	59.956
FSCN3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2
FSD1	2.36657444357957e-321	2	0	12.7567	0	0	1.72E-82	0	0	0	0	0	0	0	0	10.302
FSD1L	106	137.485392	212	150	123.9174	91.76963	143.89502	160	176.95824	376.5307	98.4371	135.0000618	77.66688	22.9701	141.09953	200.9213
FSD2	7.51E-304	6.03865	0	1.24998608397835e-321	0	4.34169	2.61854792295861e-322	0	4.95848	5.25991	7.41692	0	0	0	0	0
FSHB	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	2
FSHR	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1
FSIP1	6	0	13.2287	7	77.1829	38	16	27.7356	30.665	18.7854	15.2206	19	0	0	26	27.9643
FSIP2	182.118	65.1718	422.703	308.61	4.486659	82.0301	83	185.8621	223.302	131.040812	99	152.073	245.707	20	230.213	585.093
FST	55.3116	63.64245	506.9423	21.65736	977.319	260.905	145.8099	109.6536268	1.05191	177.36831	79.255	42.77996	233.5439	63.571	124.545	262.37874
FSTL1	6277.498	1880.1109	3990.93	4628.18934	2846.939	7443.074	2166.42378	1624.90029	5561.702	1197.86304	1111.6501	5776.3916	455.6457491	3993.4591	3353.86	4172.531
FSTL3	277.9996	20.99997	240.06866	239.7541	232.37849	336.3147747	14.54576	184.4705	194.99973	94.69025	71.0001	80.478229	18	170	38.43154	208.0001
FSTL4	44.5931	28.8498	75.42	124.201	44.5522	26.8709	143.6804	384.387	235.959	40.5376	17.6888	4.13664	11.2879	46.5014	39.9494	43.927
FSTL5	0	0	0	0	23.7935	0	0	0	0	2	13	0	0	0	0	0
FTCD	0	17	1	1.51E-68	0	0	8.20E-29	64	0	5	0	4	0	0	0	5
FTCDNL1	186.0002	65.00001	70	18	57.000044	54.0001	36	218.9998	49.00004	60.00003	49.00003	9	0	179.0001	39	43.99998
FTH1	13422.8014	20410.32433	11748.8048	4570.22427	4640.90332	28341.68294	306.22578	13747.76038	3527.912	11120.7113	15449.39143	15425.09495	9155.185	2382.44	6924.04774	4534.96289
FTHL17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FTMT	0	0	0	0	0	1	6	0	0	0	2	0	2	0	0	0
FTO	711.21105	240.12648	648.31281	1100.13902	953.156757	737.71531	759.2749	545.4128	835.96665	1027.17479	883.402	729.5609	497.9932	116.394	834.24038	479.19544
FTSJ1	2.25E-87	352.12	165.853	69.1463	262.1852	116.013	460.30344	157.5192	80.3736	127.772	141.139	1.33068	4.44659081257122e-322	0	105.5261	48.38545
FTSJ3	720.197	1668.72	498.0757	418.1923	1731.31	1131.55	708.6071	1188.74	477.06324	1070.92	441.0728	739.9281	387.214	726.9339	659.7994	387.9287
FUBP1	823.6239	2858.933	1960.628	898.3654	3307.3262	2207.8169	2791.156	2174.931	1033.958	1491.804	1872.2774	1080.895	2127.876	1111.315	2117.6522	1022.1848
FUBP3	421.425	946.429	742.099	566.533	544.544	674.894	789.95	859.523	552.316	841.855	239.887	426.611	504.486	404.657	331.31	440.793
FUCA1	470	1134	471	380	417	968	385	157	390	234	417	606	385	304	606	468
FUCA2	49.2121	5.58031	9.05799	1.90084	6.81853	23.2823	51.0227	8.41558	7.01847	13.6078	8.89318162514244e-323	13.2676	10	0	31.3314	13.9162
FUK	46	34.04326	28.888682	52.13702	42.79164	46.09887	86.9986	236.5543	11.8906	73.96729	65.86188	19.046	40.8372	84	48.5656	19.34346
FUNDC1	83.4564	242	7.19187	6	57.9832	94.1344	171	19.6372	66.1737	107.35	26.5846	186.855	95.6499	56	223	107.125
FUNDC2	239.805	68.8776	20.8197	19.0319	252.891	65.9287	41.4871	79.6828	24.9969	165.279	189.738	66.2093	488.963	283.009	61.6523	72.2052
FUOM	11.9077	110.99995	22.96405	6.36411	116.1289	47.96048	144	0	39.143	19.90002	164.9999	50.4062	38	0	25.3261	9.22224
FURIN	622.0004	1947.810864	745.5923	395.44027	1299.8266	813.2776001	733.0003	1150.1062	299.8908	551.58374	480.3678	297.0004	148.97434	1136.058	205.3631	449.884
FUS	525.727	2373.601	1127.4484	791.351	1128.364	1435.979	1889.1572	306.927	882.281	618.424	300.2045	622.175	517.982981	673.086	709.193	722.754
FUT1	50.0921	58.8267	179.53	39.3143	70.6942	42.6986	215.513	198.435	35.5814	140.539	55.7527	31.248	89.7136	108.639	48.5196	109.894
FUT10	29.63354	16.9441	78.0114	144.451	112.875	138.1433	84.7219	219.84438	118.1586	150.05156	55.653	117.4317	48.39437	98.6445	52.0522	59.4207
FUT11	502.453	293.4695	351.1644	296.712491	345.363	509.7393	525.295	112	206.862	122.4175	74.9106	146.17488	57.90803	224	228.121	192.1959
FUT2	105.71	103.444	104.014	82.6359	148.01	67.1896	283.3108	154.7783	116.793	105.09224	137.04	76.81588	142.8937	78.7023	77.8236	194.22622
FUT3	0	52.9314	31.54574	7	0	5	15.734015	53.31674	2	6.601203	1.999997	4.78932	0	0	4.44E-135	19.82628
FUT4	148.155	222	139.168	198.603	82.9341	147.946	60.6155	21.9018	194.877	62.5902	132	172.332	174.411	239	106.353	109.175
FUT5	0	47.2326	0	0	6.96086	0	4.15015142506647e-322	0	0	0	0	0	8.39911597930119e-322	0	0	0
FUT6	30.6694	0	5.11921	1.07356	2.06169	8.54493	25.658272	25.6506	18.9383	8.90681	0	4.06357	11	92.2302	1.08015	12.4623
FUT7	0	0	0	0	10.3608	19	0	0	34	0	0	0	0	0	16	2
FUT8	740.11254	670.99404	500.0485	407.25876	347.84492	393.0823	806.7773	528.24718	1200.6068	1544.91539	560.024	476.51967	136.7550506	599.5377	1175.7733	1006.3427
FUT9	27.0398	13.133	6.09634	30.1391	16.1577	12.2439	7.03887	14.3197	15.0925	28.1475	39.0703	8.06616	1.06596	1.00019	13.3374	20.3067
FUZ	75.1836	0	29.854	59.1752	10.6673	83.52729	43.6214	27	22.7382	25.43893	42.12157	52.85323	18.0497	90	5.24237	45.98938
FXN	79.9909	120.8028	46.89359	72.302982	50.0248	68.2514	152.747	63.51864	55	48.81155	51.7837	78.024786	56.20407	42.2652	31.0089	30.54101
FXR1	1502.1032	3117.54061	2657.31963	1229.8274	2482.32307	2155.44762	2159.93111	1236.0327	2370.12177	3406.09302	5304.76146	2035.43199	2227.16377	1293.078	1539.8924	1468.35809
FXR2	53.0895	2.57832	12.751	0.748382	15.3464	36.1405	7.28413	96.2226	6.93721	8.10809	37.4569	2.26366	10.3255	0	1.08694442085074e-322	18.5474
FXYD1	0	0	18.00002	35.99997	0	52.12156	1	40.49285	23.575394	45.9290146	7	23	0	0	0	34.9875
FXYD2	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0
FXYD3	6	178.35288	130.587158	26.674846	108.217553	89.83638	64.68234	245.81313	69.99996	58.61275	98.00005	64.28211	20.4576	0	33.999919	204.97208
FXYD4	0	0	1.73367	0	0	4.55404	4.74303020007597e-322	0	0	13	0	0	0	0	0	0
FXYD5	245.9998	122.38465	377.23339	112.79388	467.99978	778.0004	184.2251	513.00087	265.8826	80.69440004	148.242	268.39184	5.999999	73.5129	260.2154	304.32582
FXYD6	136.09959	200	131.52118	190.220329	337.8659	235.3492	73.692	94	104.12368	44.2919	16.4158	59.2231	30.2684	45.08558	49.0000225	129.175
FXYD6-FXYD2	1.48713759398215e-321	0	1.29939264856248e-321	0	7.70948	0	0	0	0	0	0	0	0	0	1.63E-197	0
FXYD7	0	45	20	19.99998	5	2	0	7	13	17.00002	2	3	0	0	0	13.99999
FYB1	432.4912	1005.48125	316.237	1354.39072	507.01609	1913.7802	148.3278	686.2183	1034.428921	632.3480641	693.62792	2132.42311	536.15922	4137.4396	3491.83302	209.7205
FYB2	0	0	4.77E-219	0	0	4.83541	4.8369026727858e-321	2.08832	0	18.3345	0	8.74438	0	0	7.38918	7.14083
FYCO1	1854.64	2126.001	1564.69	1386.100007	2361.98	1852.7142	1843.0005	1494.9494	818	860	1059	805	846	2234	1274.920155	1072.0002
FYN	243.57258	302.1389908	279.3942	809.89271	213.09863	496.02235	626.62435	423.68412	1230.3786	286.97927	367.5264	414.80024	541.2673	456.8306	500.72276	185.72782
FYTTD1	992.2002	1316.3851	1015.97948	910.8297	909.96921	1526.4192	1962.3018	1598.70784	2038.912	3225.79866	2140.92122	1794.5338	2481.9872	562.681	1041.1443	885.3754
FZD1	564	501	1453.39	1157.64	1092	1602.47	78.7866	781.884	559	127.176	282.243	306	175	82	463	1004.71
FZD10	47	6	465	37	138	12	336	162	41	85	155	7	32	1	19	272
FZD2	175.455	113.176	113.614	48.3584	147	96.6625	139.397	32.2003	32.0955	28	71.7571	45	50	92.2314	3.0833	50.4957
FZD3	666.65347	530.102	479.0594	382.64791	655.443	214.2705	1140.7878	574.5796	843.3474	781.5803	1281.5302	315.6626	1563.292	202.157	185.1837	351.9427
FZD4	1013.66	590.748	341.162	712.764	1592.72	1298.31	334.841	698.259	718.292	355.305	524.632	982.258	1171.8	742.068	476.808	266.822
FZD5	269	624	357	83.2005	107	371	54.1763	508	157	626	172	272.757	3.01619	89	70	238.813
FZD6	718.383	573.709	1376.276	208.5242	170.6285	354.354	1031.878	118.0687	683.505	1168.958	178.256	108.5439	535.652	0	154.798	421.3183
FZD7	463.545	324.824	697.001	929	575	1101.86	733.817	500.915	901.905	370.824	193	258	525	484.769	324.917	540.795
FZD8	627.903	197	147	213	83	350	2869	377	541	476	168	102	436	20	61	103
FZD9	0	0	0	7	16	0	0	0	0	0	0	0	0	0	7	0
FZR1	163.7369	218.3948	95.26188	91.5425	183.7888	223.9334	259.2646	300.5566	147.4304	66.6519	115.9466	70.9937	87.8097	167.993	111.653	169.2932
G0S2	202	128	141	523	235	970	146	254	937	26	1227	532	72	2326	561	76
G2E3	209.26481	123.7188	116.63387	95.121604	87.51968	236.04034	83.624094	479.4271	223.3222	516.10351	201.32628	415.70102	527.9856	42.2521	311.09495	127.67059
G3BP1	2281.7334	2329.46703	4039.75707	1471.8555	3024.9652	1993.2579	2250.6926	3710.7272	2464.54537	9057.8677	5117.18261	2509.06396	4701.9652	449.089	1847.663	2315.37023
G3BP2	2582.1619	4033.55985	1873.64735	1327.976	2544.694668	2033.56612	2308.82	1560.9864	2117.1306	2920.26618	2873.39663	2551.89243	2661.98262	1045.85199	1782.6333	1865.6817
G6PC	4.28782	3.02243	14.69736	0	1.0252	4.63187	5.11382	59.1474	5.0109	12.4572	31.434	5.82371	11.5905	3.30716	9.70361	4.24291
G6PC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G6PC3	140	300.3148	144.09609	98.8473	247.41	172.6223	184.5669	213.2353	123.5517	165.64875	62.1281	117.6444	85.9476	122	143.7737	47.9653
G6PD	380.58543	489.7624	223.000047	79.1218	1319.40609	509	332.3987	603.87021	122.282	337.7256	404.6372	160.28025	151.99952	180	141.0001	96.56175
GAA	552.53749	335.3263	364.267	439.1365	815.5586	1609.967	718.035	561.99553	359.8372	166.2947	397.22694	495.80505	208.6904	492.2118124	285.3078	191.7651
GAB1	397.4383512	698.67265	651.6689	923.49951	806.8406	592.74114	175.8965	259.6661	777.0922	474.75639	650.548	569.77276	514.5434	623.1473	529.2543	567.70012
GAB2	522.0003	1752.38869	1349.0625	645.86	2031.0019	1202.126	472.226104	2978.9072	682.93	2515.2827	883.5772	722.0113	405.9995	893	490.4371	758.99967
GAB3	105.9107	12.5257	79	70.67404	100.48749	175.41102	42.8436	75.6268	141.82405	72	26.22918	287.25969	8	942.7152	89.9435	25.32063
GAB4	0	0	1.57E-271	0	0	0	22.6318	0	0	0	0	3	0	0	0	0
GABARAP	846.2402	388.8213	559.3051	792.0026	793.8585	1118.643	746.3605	400.5639	1164.61	530.9308	379.4527	1097.4941	332.3235	415.36592	644.9779	414.1515
GABARAPL1	316.0135	78.7226	353.82	428.873667	339.6986507	655.1476	585.00008	210.2013	112.6032	23.89429	106.4356404	133.92511	439.1956	156	150.32208	290.90588
GABARAPL2	603.95708	410.7394	215.3636	279.895	679.213	720.79099	488.9086	421.1676	410.7981	552.02038	532.7	486.8255	242.86746	363.65	407.7995	239.16905
GABBR1	76.58501	1.90386	198.7263	219.93226	324.4819647	157.42588	928.9956266	102.92076	180.01063	22.783058	43.1693	41.28651	148.0045	1.231896	1.53E-67	310.43641
GABBR2	17.0865	6.41413	22.7606	17.8443	13.2268	20.7697	32.2939	32.0076	23.8244	15.4306	7.35445	10.6231	17.6618	16.7652	34.8759	42.0515
GABPA	1199.963	951	780.811	580.245	682.008	918.157	491	445.99997	1146.804	1169	1550.792	1269.115	942.272	1007	1210.757	679.79
GABPB1	161.91884	197.7991	200.04802	100.95677	173.21668	142.30053	298.44376	173.35	131.9701	238.7348	208.81134	198.08584	66.37435	239.0115	280.63994	152.80286
GABPB2	581.74	559.999	939.138	915.1767	313.9387	574.7	519.6498	1035.002	320.269	732.508	556.508	392.2795	671.827	537.283	716.325	878.379
GABRA1	31	79.000071	41	54	28	34	101	40	26	15	42	44.4702	13	3	25	14
GABRA2	59.47642	17.8365	77.87092	41.76057	21.98994	16.78446	49.4516	59.5881	16.130897	42.7676	123.8619	81.30465	15.27351	246.5913	105.31969	288.98739
GABRA3	63	30	295.108	122.011	41.0087	28	65	111.035	60.0039	91	104	110.02	39	191.375	238.12	472.199
GABRA4	4.00131	1	13.0175	17.2352	4	8.03709	40	38.1423	0	6.00159	0	17.0428	8.07291	0	20.0041	6.00661
GABRA5	0	0	28.999952	0	15.000001	19	29	0	25	0	0	0	0	0	0	12
GABRA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABRB1	0	0	0	0	0	1.999996	0	0	0	0	0	3.999995	0	0	0	0
GABRB2	6	372	123	98	127.0000001	91.99994	84	175.0005	71	273.99969	99	311.0548	9	177.318	190.85653	93.77172
GABRB3	1.59E-133	5	8.52812	13.1906	9	31.65769	120.40165	1.00411	71.3969	1.06572	13.8344	53.067	5.74187	1	15.68573	5.23454
GABRD	0	10	6	4	10	17	28	0	0	0	0	0	0	0	0	3
GABRE	115.266	38.0629	41.4568	1.82804288961261e-322	0	0	3.82900875526966e-321	0	0.987261	0	15.0798	0	0	0	9.88131291682493e-323	2.54961
GABRG1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
GABRG2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
GABRG3	20.1508	115.3496	36.54101	65.0689	38.03669	39.3876	185.4109	128.011	55.17294	100.72909	22.61095	50.1954	54.3225	240.407	66.5976	48.6274
GABRP	383.893	1083.787	537.114	143.2118	615.051277	281.03103	381.5191	898.109	153.99985	384.75898	631.583	393.333	504.577	314.294	202.25085	550.3472
GABRQ	37	29	36	0	32	0	0	16	12	4	47	5	0	0	8	10
GABRR1	0	0	0	7	0	18.00336	42.0042	2	19	2	0	18.99998	0	0	4	1.00439
GABRR2	0	0	0	7.972	0	0	1.27963002272883e-321	0	1	11.0467	2.94E-285	1	0	0	6.51E-168	17.1208
GABRR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAD1	10	0	21.37188	5	0	6.12753	147.8923	27	0	0	0	0	24.51348	0	0	19.71524
GAD2	0	0	1	3	0	0	0	17	5	0	0	1	0	0	4	3
GADD45A	503.4332	474.40076	742.971	725.6346	596	594.1067	748.455	446.968	399.7633	308.9996	523.504	348.712	394.9999	523.0005	381.0297	421.784
GADD45B	156.84	266.13997	212.71928	756.56941	331.996	1253.7664	176.993	429.5605	80.74756	57.9634	3.83246	255.8213	79.17623	221	114.16088	161.128506
GADD45G	14.776	9	17	20.9549	0	0	0	0	0	0	0	0	15.6268	0	2.31716787899545e-321	3.4090529563046e-322
GADD45GIP1	644	1222	491	280	2388	1136	1445	1330	520	1089	1011	577	404	522	363	442
GADL1	366.713	74.7613	217.6941	218.731	161.206	145.205	298.425	659.71	172.411	302.215	179.1962	237.6614	388.3583	519.286	344.695	260.63
GAGE1	22	0	0	1.3008748455e-320	0	13.2985	1.12152901605963e-320	146.769	0	165.2419	0	0	5.97819431467908e-321	1.00328	0	10
GAGE10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12C	2.91E-201	0	0	0	0	0	1.58101006669199e-322	0	0	0	0	0.180258	0	0	0	0
GAGE12D	2.91E-201	0	0	0	0	0	1.58101006669199e-322	0	0	0	0	0.180258	0	0	0	0
GAGE12E	8.20148972096469e-322	0	0	0	0	0	1.58101006669199e-322	0	0	0	0	0.409452	0	0	0	0
GAGE12F	2.91E-201	0	0	0	0	0	5.92878775009496e-323	8.01085	0	46.576	0	0.180258	0	0	0	0
GAGE12G	2.91E-201	0	0	0	0	0	5.92878775009496e-323	8.01085	0	46.576	0	0.180258	0	0	0	0
GAGE12H	2.91E-201	0	0	0	0	0	0	0	0	0	0	0.180258	0	0	0	0
GAGE12J	2.18377015461831e-321	0	0	0	0	0	0	156.538	0	197.342	0	0	0	0	0	0
GAGE13	2.35E-229	0	0	0	0	0	0	0	0	77.7221	0	0	0	0	0	0
GAGE2A	1.20E-210	0	0	0	0	2.70148	0	0	0	0	0	0	0	0	0	0
GAGE2E	2.71736105212686e-322	0	0	0	0	0	43.6575	514.879	0	173.563	0	0	0	0	0	0
GAK	671.2501	1753.5239	559.81395	520.85525	1111.0273	1034.0642	934.9555	876.8448	426.228	342.043744	352.0308	469.5541	387.3438	722.20032	389.81409	365.24905
GAL	0	0	0	0	21	17	144	0	0	0	0	0	0	0	0	0
GAL3ST1	24.99998	0	24.00003	30.000003	3.000000141	17	10	34.00002	0	14.999953	8.999996303	12.99999	17	0	18	0
GAL3ST2	8	28	49.00003	37.99996	16	30.00001	11	0	0	7	0	4	40.99999	0	4	26.00004
GAL3ST3	9	0	29.4297	0	15	193.17113	0	17	0	49.00137	0	2	0	0	0	7
GAL3ST4	76.36075	194.076369	138.66279	58.64647	164.72829	306.31344	104.28501	296.6651	164.902575	48.5221	91.11897	107.90754	57.01872	79.55311224	35.6803	47.80876
GALC	631.913	429.4493	268.07768	192.61316	152.8717	417.2438798	215.85626	148.6024	312.0502	125.29135	283.3515	538.19643	260.4479	343.45895	385.8898	177.03851
GALE	132.87	230.8317022	62.77754	51.7666	25.829734	156.316475	237.725438	181.1781	113.0547	69.90332	22.2132	34.573613	52.5583	0	7.16E-36	10.110855
GALK1	35.2327	94.0051	22.5141	9.27398	73.72446	133.66136	88.87148	28.38063	20.5099	36.6433	57.13694	44.00004	43.0931	1.89155	31.78937	21.31786
GALK2	316.49583	111.94447	265.3475252	288.9808	207.46195	219.69548	148.364664	368.61314	430.1509	225.36161	439.1228	303.26704	32.47591	346.091	332.12843	152.58672
GALM	151.9213	220.7453	191.65313	197.1331	257.077	393.4938	299.6131	332.5122	198.5324	113.68402	136.4681	154.4664	56.7302	166.663	95.77553	123.47281
GALNS	215.7483	38.8304	87.5523	111.783	125.27963	369.96466	99.82668	429.62604	112.87755	113.98435	170.72584	19.68377	56.9865	160.0844	55.7691	58.52087
GALNT1	683.0616	519.9189	972.1454	560.2286	271.5588	1213.275	567.9993	254.607	1453.246	642.79848	688.21747	1262.0599	1233.46	247.227	1136.065	612.116
GALNT10	307.407	237.6384	68.3804	184.5708	117.4854	539.9697	64.6705	124.718	79.7031	86.4397	93.824	185.327	48.6488	218.2457	92.0177	128.343
GALNT11	559.55354	349.29782	406.8834	523.47827	430.88751	531.3866	990.50694	334.2859	301.91897	573.255	228.466	454.82938	634.2033	698.9998	221.93525	287.04385
GALNT12	147	546	118	31.0643	150.105	178	181.813	98.6106	48.9812	60.4993	49.6046	22.7638	11.0055	139	110.49	97
GALNT13	7.26513	0	80.9999901	98	13.47524	69	8	194.2664	288.5658	66	6	101.02031	0	69	18.6572	117.8225
GALNT14	127.0021	8.64718	71.9479	1.49207825044056e-321	113.5644	93.1531	5.16366	0	0	17.6853	68.1974	49.2932	0	102.936	0	40.55369
GALNT15	76.17664	27.0089	220.01923	207.90099	22.3755	405.3998	88.4863	29.866	190.4385	9.082809	150.1248	155.6333	44.4664	480.046	164.0142	144.35776
GALNT16	40.68743	18.21563	50.2985	48.88669	11.9905	110.9218	407.9909	128.097	45.66017	29.4532	4.68089	45.4074	3.42862	2.29461	60.9033	83.7487
GALNT17	66.5155	215.624	143.046	8.800276	63.816	97.6841769	846.8265	54.1412	9.83190635224081e-322	22.4826	34.9771	3.96757	430.7925	0	0	106.1715
GALNT18	334.843	88	191.351	92	299	299.631	132	121	144	136.732	253.614	198.492	7.8062372042917e-322	470.975	90	247.889
GALNT2	1985.04	2757.32	1607.26	1492.42	954.666	2313.88	2057.41	1614.27	1360.7	747.491	761.491	959.454	734.631	982.597	594.007	1054.96
GALNT3	448.3561	1073.4415	360.2524	252.0004	968.0003	1116.00041	472	563.9604	845.7046	292.89387	920.0009	607.9997	1692.7565	0	168.0002	416.00051
GALNT4	146.688	433.407	313.406	18.0894	309.087	435.514	817.434	118.851	224.7	94.8093	105.09	227.817	602.873	99.2858	9.17E-102	238.56
GALNT5	413	118	669	835	464	778	24	376	461	145	95	131	67	0	501	523
GALNT6	164.781	361.7826	718.1827	418.27144	390.9332	397.79227	610.7406	1108.8226	462.50204	462.51518	294.85	282.34071	129.264	416.845	243.89144	303.6083
